,S,E,I,R
0,800.0,100.0,50.0,50.0
1,753.7346264472853,95.7799346458182,44.788946912523144,55.73620260339435
2,712.5759627571704,93.13084442050018,41.828363728899234,60.95022307136887
3,674.7632678150732,91.5001814402095,41.17745589038888,65.97491697118151
4,639.3583520195577,90.31555910754454,41.275939090670036,70.97441702387837
5,605.9054465407728,89.34255223419,41.599231863972115,76.0123035883988
6,574.4414358138796,88.47884269158949,41.997028160132224,81.10214897595145
7,544.7246512354421,87.67329691452574,42.42067118291401,86.22810595783815
8,516.4545165377992,86.89694488620782,42.853562190715465,91.40098737865492
9,489.8513899672749,86.131916662185,43.28989411533933,96.63988514752182
10,464.6297787043898,85.36679913489321,43.72758698725941,101.93813758948428
11,440.8033554594063,84.59435504590961,44.16586992081258,107.28836905789957
12,418.3486252494725,83.81017633986977,44.60444115323568,112.68488283180668
13,396.97676925505175,83.01178148214557,45.04317237177196,118.12321632976047
14,376.75170837049126,82.19798124473138,45.48200270426117,123.5997672304886
15,357.7165389229605,81.36843365991311,45.92089957416783,129.11488796488118
16,339.63463759515855,80.52333749897437,46.359843545437705,134.69164572093996
17,322.47432715416795,79.66322552704933,46.79882202258127,140.33242921560552
18,306.37030732182836,78.78882756761753,47.23782637072349,146.03437818016192
19,291.13853337649743,77.90098116627,47.67685044852051,151.79482181524466
20,276.62008141297565,77.00057405372831,48.11588977954315,157.61124484808795
21,262.7357196364237,76.08850747614193,48.55494104342024,163.4812647386866
22,249.6970331633853,75.1656729715786,48.99400174389579,169.40261587852137
23,237.42042312493027,74.23293765249194,49.43306998319548,175.37705877381336
24,225.7797325243855,73.29113479523767,49.87214430429985,181.40826696297736
25,214.67002849448,72.34105774473637,50.31122357848038,187.49376039382267
26,204.07775847510118,71.38345595386858,50.7503069239069,193.6311029948178
27,194.15888976124052,70.419032494499,51.189393646038,199.8179687003155
28,184.83031456248716,69.44844268193339,51.62848319352645,206.05213620984014
29,176.0033243646103,68.47229361519112,52.06757512531535,212.33148412059214
30,167.6027739383236,67.49114450631562,52.5066690858915,218.6587451803535
31,159.564965157899,66.50550769360335,52.945764786538994,225.0498836591856
32,151.84485044100688,65.5158502334748,53.384861991042406,231.50399818953846
33,144.5751835446548,64.52259596010678,53.82396050471399,238.01847367264764
34,137.76324744763383,63.526127899152,54.263060165920805,244.5908048480773
35,131.3479736727121,62.52679092482395,54.70216083950406,251.21859164321177
36,125.27660784515649,61.5248945582332,55.14126241163907,257.89953471863487
37,119.5035495374874,60.52071581762843,55.58036478579841,264.6314312015055
38,113.98935907837097,59.51450204625609,56.019467879564246,271.41217059938566
39,108.69990631807082,58.506473659210045,56.45857162209795,278.2428889888664
40,103.60564029400109,57.49682676561165,56.89767595212094,285.1406283613301
41,98.76805346582387,56.48573563590827,57.336780816295075,292.1060167020938
42,94.27160965496319,55.47335499556098,57.77588616791692,299.1364770368311
43,90.07686077378764,54.45982213577672,58.214991965859696,306.22953269381054
44,86.14838002145268,53.44525883929189,58.654098173711475,313.3828033171123
45,82.45496951925952,52.42977312473083,59.09320475906995,320.59400104093544
46,78.96914533931886,51.41346081699731,59.532311692962026,327.86092681856115
47,75.6666867746693,50.39640695378592,59.97141894936415,335.18146689973634
48,72.52624160122355,49.37868703988627,60.41052650480361,342.55358945046106
49,69.52898017824623,48.360368161734094,60.84963433802566,349.97534130938044
50,66.65829217884925,47.3415099748448,61.2887424297141,357.44484487520253
51,63.89952055708238,46.322165576515665,61.727850762255656,364.96029511978327
52,61.23972806218762,45.30238227563901,62.166959319540254,372.519956721728
53,58.667492219258406,44.28220227073723,62.60606808679093,380.12216131557227
54,56.1727252223659,43.261663246491665,63.04517705041819,387.76530485180075
55,53.746515642642294,42.240798898151496,63.48428619789483,395.4478450631595
56,51.38098924962958,41.21963939231874,63.92339551764772,403.1682990329029
57,49.0691865877875,40.198211771740375,64.36250499896386,410.92524086079743
58,46.80495524855189,39.176540310919364,64.80161463190849,418.7172994228764
59,44.582826362447804,38.154646828592014,65.24072440725325,426.543156221107
