,S,E,I,R
0,800.0,100.0,50.0,50.0
1,766.190467536561,88.47634005609765,45.08465645828133,55.8005780521632
2,736.9750169592328,81.2557528140007,40.74523857976634,61.017123807497896
3,710.8427525725913,76.5103859125375,38.16790360797814,65.82720205205818
4,686.9109990043106,73.11748891346618,37.30427551009682,70.409032552421
5,664.3480563361088,70.65531542231771,36.9407966188789,74.94381262599026
6,642.8701430823025,69.15577537049505,36.704514876960744,79.41086403348103
7,622.4585486900171,68.55331381083,36.50924400178192,83.82405260905635
8,602.8793578985911,68.41517418885171,36.32868168093402,88.2015654504032
9,583.942460932592,68.49177032716817,36.15367234999107,92.54868697827223
10,565.4961782712925,68.74430938687364,35.98085844395027,96.86212656479503
11,547.4804292337815,69.14472823049272,35.80896714567419,101.13647528573091
12,530.1252479928983,69.65184111121256,35.63749852796501,105.38353508665548
13,513.3492286679451,70.22470090571761,35.46624637636187,109.61447681352993
14,497.034071067369,70.82804885661048,35.29511943526271,113.84178560981356
15,481.08521023697983,71.43336925744879,35.1240733614907,118.06579386036219
16,465.6333780076709,72.01862133753279,34.95308414250245,122.2867624072211
17,450.67108368649326,72.56752561579601,34.78213732066791,126.50490741722676
18,436.0578623558974,73.06868933802414,34.61122338583197,130.72041296140384
19,421.8831062377508,73.51471268833491,34.4403356578071,134.93343757997297
20,408.22311381013225,73.90135663286944,34.269469223882886,139.1441182501747
21,394.9725434384317,74.22681317526808,34.09862035366783,143.35257316316967
22,382.05571480439386,74.49109186445324,33.92778614800696,147.5589038929176
23,369.5943358788856,74.6955200205496,33.75696431314891,151.76319720500277
24,357.5984210830678,74.84234552528262,33.58615300770473,155.96552661720858
25,345.98723975584505,74.93442751062042,33.41535073495436,160.1659537678011
26,334.69461954100933,74.9749998027076,33.24455626495815,164.33351078911397
27,323.71222345995926,74.9674931044149,33.07376857704746,168.38286172407936
28,313.21025654006746,74.91540372447318,32.902986816659144,172.34643123618156
29,303.1393508837695,74.82219865914838,32.73221026248924,176.25284768629155
30,293.4289979495797,74.69124872775203,32.561438301198606,180.12093447589234
31,284.0203091316173,74.52578313202167,32.390670407723746,183.9630517494429
32,274.8640727427385,74.3288602141172,32.21990612979843,187.78730414606716
33,265.98706514387004,74.10335033643574,32.04914507567223,191.59899727857058
34,257.5224489084202,73.85192772702626,31.878386904280163,195.40159730422295
35,249.41660917433012,73.57706886228162,31.707631317308227,199.19736233571226
36,241.61456326893256,73.28105552866873,31.536878052738043,202.9877574435952
37,234.11920866000878,72.96598114878039,31.366126879554592,206.7737271351608
38,227.04119460365177,72.63375930045014,31.195377593375714,210.5558740852004
39,220.32934912930716,72.28613362277353,31.02463001281749,214.33457627278955
40,213.92820675556254,71.92468850700234,30.85388397645153,218.11006369309706
41,207.79071921085153,71.55086012714756,30.68313934024153,221.88246856393638
42,201.87697516869457,71.16594748544578,30.512395975370673,225.65213024731418
43,196.15311530517818,70.77112323993788,30.341653766389935,229.4211058866425
44,190.59041274152128,70.3674441516992,30.170912609631465,233.18986268291644
45,185.16449356108842,69.95586104271702,30.00017241184236,236.9584459050291
46,179.8546759892571,69.53722819585388,29.829433089002837,240.72688828411643
47,174.64341011521662,69.11231215872786,29.658694565299477,244.4952140829867
48,169.51580281478482,68.68179993595491,29.487956772229722,248.26344176114804
49,164.459214883507,68.24630657081727,29.31721964781793,252.03158572996648
50,159.46291937713863,67.80638212939768,29.146483135926864,255.79965751730657
51,154.51781183862408,67.3625181086413,28.97574718565108,259.56766654796775
52,149.61616451434247,66.91515329547954,28.805011750780942,263.33562067328353
53,144.75141786771303,66.46467910774746,28.63427678932792,267.10352653619225
54,139.91800371890417,66.01144444962866,28.463542263103037,270.87138982770466
55,135.11119520385012,65.55576011518312,28.292808137341815,274.63921547108765
56,130.32697947805048,65.09790277345098,28.12207438036984,278.4070077574121
57,125.56194971102082,64.63811856792103,27.95134096330409,282.17477044792724
58,120.8132134429336,64.17662636199815,27.780607859785675,285.942506853419
59,116.07273122604488,63.71362066063562,27.609875045740406,289.71021989727825
