,S,E,I,R
0,800.0,100.0,50.0,50.0
1,741.7119493488766,92.86592804142781,44.033166965330196,55.6895189132943
2,691.8511406514087,88.70609760467833,40.98714037937739,60.918882306693135
3,647.7951296787468,86.26240364072784,39.17113182462173,65.85771296293301
4,608.0245618900657,84.70226740084244,37.85027215286412,70.58334436764628
5,571.580859214357,83.57805383713841,36.72749370098869,75.14396113760107
6,537.4093533766068,82.66958679247887,35.683292638979125,79.60500554182646
7,505.20503477188896,81.86551563384366,34.670033304887944,83.98253229038673
8,476.0386516749777,81.10480679816042,33.668882751133644,88.19964118729493
9,449.11990546944014,80.35146200909797,32.672447011971606,92.26668715323643
10,423.74104401008356,79.58362932730199,31.67784012607514,96.20268666051537
11,399.8901499744877,78.78837080809551,30.68394112210091,100.0220740817735
12,378.04633578661577,77.95866301846331,29.690316255095926,103.71960836781989
13,357.6913602891658,77.09141994429181,28.696798125566495,107.29939763293783
14,338.42126528417236,76.18611330534769,27.703322172994717,110.77153683452765
15,320.2577095442609,75.2438085084645,26.709863434631494,114.1215310778888
16,303.81329865442353,74.26650538075141,25.716412173731253,117.33101934811688
17,288.7494819272852,73.25669959921089,24.72296451349358,120.4141273526722
18,274.75086413951385,72.21709900533136,23.729518843883366,123.38391119348026
19,261.5752486293027,71.15044526872683,22.73607444322058,126.25203585126013
20,249.03635865754472,70.05940538795736,21.7426309478746,128.99458666397678
21,237.2530091740707,68.94650860741598,20.749188146533054,131.59913635775365
22,226.5523632632037,67.81411247642748,19.755745898881358,134.07943269818833
23,216.74250389841222,66.6643874374082,18.76230410222989,136.4436227977393
24,207.65702506253456,65.4993131063656,17.768862676857275,138.68796959352215
25,199.1613566421571,64.32068185774011,16.77542155885277,140.82111632082274
26,191.14649959761084,63.130106885425405,15.781980696115347,142.84083328854973
27,183.5240349277924,61.92903289803081,14.78854004579626,144.72013950773052
28,176.22213772111218,60.718748231964724,13.795099572484617,146.46867885281682
29,169.32650823889492,59.50039756817145,12.8016592468311,148.09825590694635
30,163.0490825393266,58.274994703122,11.808219044463257,149.6197881273771
31,157.3032410810613,57.04343500413677,10.814778945112543,151.04308376871393
32,152.0083061096202,55.80650730452875,9.821338931904045,152.3377953100753
33,147.09614481012807,54.56490508396814,8.827898990774436,153.4873818440059
34,142.5091596176394,53.31923684501805,7.834459109993361,154.50464089817567
35,138.1986122235278,52.07003564483954,6.841019279768602,155.401315167996
36,134.1503765302616,50.817767776055256,5.8475794919199515,156.18805317637475
37,130.3987830215093,49.56284061575309,4.854139739609046,156.86837536212354
38,126.89620268901592,48.30560967885593,3.8607000171156685,157.4125903506441
39,123.61957566376964,47.0463849233185,2.8672603196519333,157.82570877114574
40,120.62225212517058,45.785436361232,1.8738206432080489,158.11901579115462
41,117.8646826684718,44.52299903304928,0.8803809844239794,158.29223701255046
42,115.30347860083896,43.2592774027018,-0.11305865951725025,158.35001126152684
43,112.90379762784221,41.99444923010197,-1.1064982909785641,158.3025979483706
44,110.65577601756968,40.72866897499171,-2.0999379119429165,158.13118007760676
45,108.63850496617817,39.46207078276265,-3.0933775240752084,157.8205267782465
46,106.8253997415519,38.19477109908258,-4.086817128773802,157.38861878348303
47,105.1781953781026,36.92687095616867,-5.080256727213765,156.85066949951192
48,103.66621518256284,35.6584579695392,-6.073696320382879,156.2196144274364
49,102.26475584365687,34.389608080176586,-7.067135909111762,155.48278900265808
50,100.95384575542278,33.120387073332836,-8.060575494099183,154.59374122218668
51,99.71728241949666,31.85085190175424,-9.054015075933158,153.5742211543438
52,98.54188060637705,30.581051837922686,-10.047454655108659,152.4452289376496
53,97.41688115098816,29.31102947701706,-11.040894232042447,151.21065112281337
54,96.3334832258854,28.04082160968528,-12.034333807085588,149.8324249019399
55,95.28447227750814,26.770459981377797,-13.027773380533823,148.3277787330987
56,94.26392261074295,25.499971952907288,-14.02121295263639,146.71684476823123
57,93.2669586060822,24.229381075051876,-15.014652523603374,145.01619061325667
58,92.28956226409014,22.95870758838585,-16.008092093611893,143.23949627352727
59,91.32841755123593,21.687968858087103,-17.00153166281133,141.39809364677433
