,S,E,I,R
0,800.0,100.0,50.0,50.0
1,776.5103614661679,96.44460637377951,45.04969023471031,55.81527457610074
2,754.8360718730769,94.04873940937986,41.092180735846334,61.04609532030531
3,734.5448912129818,92.7407764942121,39.34677530591806,65.9610204019813
4,715.2001645313492,92.0650381689271,39.01343996047725,70.74523405972865
5,696.4053912515096,91.71134273634506,39.071556147693734,75.4943349455142
6,678.0133158620467,91.5178781951057,39.237207061235644,80.2603372729169
7,660.2214603401933,91.40248003609204,39.4376950550858,85.05952584822445
8,642.9219903796966,91.32102113537779,39.65033912779533,89.88687044276045
9,626.038823002314,91.24798709912717,39.86738173384759,94.74450744466512
10,609.5950953151169,91.16785498006318,40.08606180715282,99.63690305402358
11,593.5719665622075,91.07108394619925,40.30537123320411,104.55772902952745
12,577.9463970089042,90.95203574372934,40.52493301773824,109.50177187750516
13,562.7108961469484,90.80774464127599,40.74460226644213,114.46495887193008
14,547.8852065975552,90.63710429207894,40.964321415700645,119.44417724908422
15,533.4507115781139,90.44029053178869,41.184066680574276,124.43706199454493
16,519.3117887721882,90.21833702757688,41.403827789328425,129.4429001642219
17,505.61594863669166,89.97282009675345,41.62360009197217,134.4831716463642
18,492.31226109617256,89.70562594427885,41.84338137492648,139.56413357692787
19,479.3212750533492,89.41878163635825,42.06317051884095,144.6826663266748
20,466.6940788199586,89.11433557294085,42.28296690590534,149.83598648769018
21,454.4185131315068,88.79427611660874,42.502770146325076,155.02159198561012
22,442.43556165401435,88.46047920740644,42.72257994803113,160.23721942503562
23,430.76246385406614,88.11467756827835,42.942396054178246,165.48081048429196
24,419.46134370089726,87.75844560649902,43.16221821421531,170.7504850599444
25,408.4787551581985,87.39319538846146,43.38204617206136,176.04451949859066
26,397.76755685885007,87.02018012991446,43.601879663013634,181.36132870678887
27,387.2908132987402,86.64050251868254,43.82171841494431,186.69945125222665
28,377.13172063213926,86.25512589149768,44.04156215137145,192.05753679946724
29,367.30534780417787,85.86488684255372,44.26141059509359,197.4343353893936
30,357.76683951337685,85.47050827137555,44.481263471699016,202.82868819194124
31,348.4774953603335,85.07261220352981,44.70112051261859,208.23951945004688
32,339.40390009430604,84.67173195973052,44.92098145759418,213.66582939808518
33,330.5575860223226,84.26832342470718,45.140846056549094,219.1066879867877
34,321.99686945716667,83.86277529179685,45.360714070906,224.5612778308164
35,313.6894934836798,83.45541824494947,45.58058527442501,230.05390475989802
36,305.6040927375922,83.046533096621,45.80045945364302,235.60051492813218
37,297.7137208318977,82.63635793567636,46.02033640799332,241.19459855647395
38,290.06675108228353,82.22509435995855,46.240215949677044,246.83037380815915
39,282.6850783706276,81.81291287816232,46.46009790334849,252.50274343303076
40,275.56278333093087,81.39995756848042,46.67998210566617,258.2072417851908
41,268.7284802170793,80.98635007965473,46.899868404751885,263.9399769570871
42,262.1368186402767,80.57219305535199,47.119756659591744,269.69757155372895
43,255.74839110971038,80.15757305645342,47.33964673940528,275.4771046237297
44,249.53189997021502,79.7425630487648,47.5595385230032,281.2760564543894
45,243.4620633484992,79.32722451639924,47.77943189814857,287.0922573043119
46,237.51816116004613,78.91160925402698,47.99932676093279,292.92384066441684
47,231.68300247949196,78.49576088455223,48.21922301517388,298.7692012816773
48,225.94217617222603,78.0797161426864,48.439120571842494,304.63669409836825
49,220.2834958519211,77.66350595939372,48.6590193485188,310.5566869231071
50,214.6965808014096,77.24715637729636,48.87891926888199,316.5197613941638
51,209.17253385339154,76.83068932282083,49.09882026223316,322.5159076843121
52,203.70368970052016,76.41412325710678,49.318722263051136,328.53780407115755
53,198.283415275861,75.9974737244365,49.5386252105806,334.58007810294674
54,192.90594928478902,75.58075381412787,49.75852904845128,340.6387719180853
55,187.5662716478937,75.16397454941483,49.978433724326656,346.7109547630422
56,182.25999613975637,74.74714521476957,50.198339189580594,352.79444201351146
57,176.98328126789409,74.33027363135406,50.41824539900007,358.9044425796577
58,171.73275567981364,73.91336638878508,50.63815231051238,365.0735114563777
59,166.50477711960832,73.49642904012062,50.85805988493489,371.28843296371616
